"iso3","category","fuel","value"
"ALB","construction","solar_csp",9593
"ALB","construction","solar_pv",8630
"ALB","construction","wind_off",1172.21212121212
"ALB","construction","wind_on",1109.09090909091
"ALB","extraction","coal",29.1753588600395
"ALB","extraction","gas",8.61244019138756
"ALB","extraction","nuclear",12.0295555555556
"ALB","extraction","oil",14.3540669856459
"ALB","manufacturing","biomass",2650
"ALB","manufacturing","coal",1020
"ALB","manufacturing","gas",1450
"ALB","manufacturing","hydro",2666.5
"ALB","manufacturing","nuclear",130
"ALB","manufacturing","oil",1450
"ALB","manufacturing","solar_csp",4000
"ALB","manufacturing","solar_pv",13700
"ALB","manufacturing","wind_off",1838.63636363636
"ALB","manufacturing","wind_on",3531.81818181818
"ALB","oem","biomass",1985
"ALB","oem","coal",355.714285714286
"ALB","oem","gas",314.055899908173
"ALB","oem","hydro",260.177419354839
"ALB","oem","nuclear",784.072437680685
"ALB","oem","oil",314.055899908173
"ALB","oem","solar_csp",544.5
"ALB","oem","solar_pv",800.311613345074
"ALB","oem","wind_off",322.987012987013
"ALB","oem","wind_on",334.090909090909
"ALB","refinery","oil",1.5207567537753
"ALB","refinery","trbiofuel",0.287124311152314
"AND","construction","biomass",6155
"AND","construction","coal",1645.1272387743
"AND","construction","gas",2027.50303030303
"AND","construction","hydro",2765.81433797753
"AND","construction","nuclear",1672.47386759582
"AND","construction","oil",2027.50303030303
"AND","construction","solar_csp",9593
"AND","construction","solar_pv",8630
"AND","construction","wind_off",1172.21212121212
"AND","construction","wind_on",1109.09090909091
"AND","extraction","coal",29.1753588600395
"AND","extraction","gas",8.61244019138756
"AND","extraction","nuclear",12.0295555555556
"AND","extraction","oil",14.3540669856459
"AND","manufacturing","biomass",2650
"AND","manufacturing","coal",1020
"AND","manufacturing","gas",1450
"AND","manufacturing","hydro",2666.5
"AND","manufacturing","nuclear",130
"AND","manufacturing","oil",1450
"AND","manufacturing","solar_csp",4000
"AND","manufacturing","solar_pv",13700
"AND","manufacturing","wind_off",1838.63636363636
"AND","manufacturing","wind_on",3531.81818181818
"AND","oem","biomass",1985
"AND","oem","coal",355.714285714286
"AND","oem","gas",314.055899908173
"AND","oem","hydro",260.177419354839
"AND","oem","nuclear",784.072437680685
"AND","oem","oil",314.055899908173
"AND","oem","solar_csp",544.5
"AND","oem","solar_pv",800.311613345074
"AND","oem","wind_off",322.987012987013
"AND","oem","wind_on",334.090909090909
"AND","refinery","oil",1.5207567537753
"AND","refinery","trbiofuel",0.287124311152314
"ARE","construction","biomass",3627.31481481481
"ARE","construction","coal",1645.1272387743
"ARE","construction","gas",2361.33333333333
"ARE","construction","hydro",2765.81433797753
"ARE","construction","nuclear",1693.60795773856
"ARE","construction","oil",2361.33333333333
"ARE","construction","solar_csp",5100
"ARE","construction","solar_pv",15400
"ARE","construction","wind_off",375
"ARE","construction","wind_on",750
"ARE","extraction","coal",42.4704040184181
"ARE","extraction","gas",0.92822966507177
"ARE","extraction","nuclear",12.0295555555556
"ARE","extraction","oil",4.68740031897927
"ARE","manufacturing","biomass",2686.53846153846
"ARE","manufacturing","coal",1020
"ARE","manufacturing","gas",1450
"ARE","manufacturing","hydro",2666.5
"ARE","manufacturing","nuclear",130
"ARE","manufacturing","oil",1450
"ARE","manufacturing","solar_csp",5100
"ARE","manufacturing","solar_pv",12600
"ARE","manufacturing","wind_off",1650
"ARE","manufacturing","wind_on",3300
"ARE","oem","biomass",1840.76811594203
"ARE","oem","coal",390.230117132633
"ARE","oem","gas",666.666666666667
"ARE","oem","hydro",296.227036069226
"ARE","oem","nuclear",1113.15135426705
"ARE","oem","oil",666.666666666667
"ARE","oem","solar_csp",500
"ARE","oem","solar_pv",300
"ARE","oem","wind_off",200
"ARE","oem","wind_on",200
"ARE","refinery","oil",2.66358506623171
"ARE","refinery","trbiofuel",0.299595179907446
"ARG","construction","biomass",3627.31481481481
"ARG","construction","coal",1645.1272387743
"ARG","construction","gas",2027.50303030303
"ARG","construction","hydro",2765.81433797753
"ARG","construction","nuclear",1693.60795773856
"ARG","construction","oil",2027.50303030303
"ARG","construction","solar_csp",9862.93449197861
"ARG","construction","solar_pv",8346.71095771549
"ARG","construction","wind_off",1194.93678227515
"ARG","construction","wind_on",2174.86741268727
"ARG","extraction","coal",64.2336920537982
"ARG","extraction","gas",8.04874660384131
"ARG","extraction","nuclear",12.0295555555556
"ARG","extraction","oil",10.198746812803
"ARG","manufacturing","biomass",2686.53846153846
"ARG","manufacturing","coal",1020
"ARG","manufacturing","gas",1450
"ARG","manufacturing","hydro",2666.5
"ARG","manufacturing","nuclear",130
"ARG","manufacturing","oil",1450
"ARG","manufacturing","solar_csp",4663.79310344828
"ARG","manufacturing","solar_pv",10809.5482295482
"ARG","manufacturing","wind_off",2863.58205953339
"ARG","manufacturing","wind_on",5684.02312599681
"ARG","oem","biomass",1840.76811594203
"ARG","oem","coal",390.230117132633
"ARG","oem","gas",314.055899908173
"ARG","oem","hydro",296.227036069226
"ARG","oem","nuclear",1113.15135426705
"ARG","oem","oil",314.055899908173
"ARG","oem","solar_csp",708.69986631016
"ARG","oem","solar_pv",1498.25724601181
"ARG","oem","wind_off",395.073064032741
"ARG","oem","wind_on",394.891028634402
"ARG","refinery","oil",2.95908089832293
"ARG","refinery","trbiofuel",0.263738480772952
"ARM","construction","biomass",3627.31481481481
"ARM","construction","coal",2696
"ARM","construction","gas",1490
"ARM","construction","hydro",3982.28992709055
"ARM","construction","nuclear",1693.60795773856
"ARM","construction","oil",1490
"ARM","construction","solar_csp",6000
"ARM","construction","solar_pv",3460
"ARM","construction","wind_off",1095
"ARM","construction","wind_on",2190
"ARM","extraction","coal",57.4164484931171
"ARM","extraction","gas",11.2289672560616
"ARM","extraction","nuclear",18.92
"ARM","extraction","oil",5.32874790925244
"ARM","manufacturing","biomass",2686.53846153846
"ARM","manufacturing","coal",1020
"ARM","manufacturing","gas",1450
"ARM","manufacturing","hydro",2666.5
"ARM","manufacturing","nuclear",130
"ARM","manufacturing","oil",1450
"ARM","manufacturing","solar_csp",4000
"ARM","manufacturing","solar_pv",10000
"ARM","manufacturing","wind_off",3157.5
"ARM","manufacturing","wind_on",6315
"ARM","oem","biomass",1840.76811594203
"ARM","oem","coal",180
"ARM","oem","gas",140
"ARM","oem","hydro",428.247321901348
"ARM","oem","nuclear",2000
"ARM","oem","oil",140
"ARM","oem","solar_csp",300
"ARM","oem","solar_pv",2700
"ARM","oem","wind_off",360
"ARM","oem","wind_on",360
"ARM","refinery","oil",5.13450653428546
"ARM","refinery","trbiofuel",0.224006731300894
"ASM","construction","biomass",1000
"ASM","construction","coal",1240
"ASM","construction","gas",2027.50303030303
"ASM","construction","hydro",1500
"ASM","construction","nuclear",1693.60795773856
"ASM","construction","oil",2027.50303030303
"ASM","construction","solar_csp",9862.93449197861
"ASM","construction","solar_pv",8700
"ASM","construction","wind_off",1100
"ASM","construction","wind_on",2200
"ASM","extraction","coal",4.73793253184075
"ASM","extraction","gas",3.11004784688995
"ASM","extraction","nuclear",5.48
"ASM","extraction","oil",10.198746812803
"ASM","manufacturing","biomass",2686.53846153846
"ASM","manufacturing","coal",1020
"ASM","manufacturing","gas",1450
"ASM","manufacturing","hydro",2666.5
"ASM","manufacturing","nuclear",130
"ASM","manufacturing","oil",1450
"ASM","manufacturing","solar_csp",4663.79310344828
"ASM","manufacturing","solar_pv",10809.5482295482
"ASM","manufacturing","wind_off",2863.58205953339
"ASM","manufacturing","wind_on",5684.02312599681
"ASM","oem","biomass",1000
"ASM","oem","coal",200
"ASM","oem","gas",100
"ASM","oem","hydro",229.806598407281
"ASM","oem","nuclear",1113.15135426705
"ASM","oem","oil",100
"ASM","oem","solar_csp",708.69986631016
"ASM","oem","solar_pv",130
"ASM","oem","wind_off",100
"ASM","oem","wind_on",100
"ASM","refinery","oil",2.95908089832293
"ASM","refinery","trbiofuel",0.401874798401575
"ATA","construction","biomass",3627.31481481481
"ATA","construction","coal",1645.1272387743
"ATA","construction","gas",2027.50303030303
"ATA","construction","hydro",2765.81433797753
"ATA","construction","nuclear",1693.60795773856
"ATA","construction","oil",2027.50303030303
"ATA","construction","solar_csp",9862.93449197861
"ATA","construction","solar_pv",8346.71095771549
"ATA","construction","wind_off",1194.93678227515
"ATA","construction","wind_on",2174.86741268727
"ATA","extraction","coal",64.2336920537982
"ATA","extraction","gas",8.04874660384131
"ATA","extraction","nuclear",12.0295555555556
"ATA","extraction","oil",10.198746812803
"ATA","manufacturing","biomass",2686.53846153846
"ATA","manufacturing","coal",1020
"ATA","manufacturing","gas",1450
"ATA","manufacturing","hydro",2666.5
"ATA","manufacturing","nuclear",130
"ATA","manufacturing","oil",1450
"ATA","manufacturing","solar_csp",4663.79310344828
"ATA","manufacturing","solar_pv",10809.5482295482
"ATA","manufacturing","wind_off",2863.58205953339
"ATA","manufacturing","wind_on",5684.02312599681
"ATA","oem","biomass",1840.76811594203
"ATA","oem","coal",390.230117132633
"ATA","oem","gas",314.055899908173
"ATA","oem","hydro",296.227036069226
"ATA","oem","nuclear",1113.15135426705
"ATA","oem","oil",314.055899908173
"ATA","oem","solar_csp",708.69986631016
"ATA","oem","solar_pv",1498.25724601181
"ATA","oem","wind_off",395.073064032741
"ATA","oem","wind_on",394.891028634402
"ATA","refinery","oil",2.95908089832293
"ATA","refinery","trbiofuel",0.28299301928518
"ATF","construction","biomass",3627.31481481481
"ATF","construction","coal",1428.57142857143
"ATF","construction","gas",2027.50303030303
"ATF","construction","hydro",2995.0013154433
"ATF","construction","nuclear",1693.60795773856
"ATF","construction","oil",2027.50303030303
"ATF","construction","solar_csp",9862.93449197861
"ATF","construction","solar_pv",6153
"ATF","construction","wind_off",1608.01843317972
"ATF","construction","wind_on",3216.03686635945
"ATF","extraction","coal",42.4704040184181
"ATF","extraction","gas",9.44976076555024
"ATF","extraction","nuclear",12.0295555555556
"ATF","extraction","oil",9.44976076555024
"ATF","manufacturing","biomass",2686.53846153846
"ATF","manufacturing","coal",1020
"ATF","manufacturing","gas",1450
"ATF","manufacturing","hydro",2666.5
"ATF","manufacturing","nuclear",130
"ATF","manufacturing","oil",1450
"ATF","manufacturing","solar_csp",4663.79310344828
"ATF","manufacturing","solar_pv",8440
"ATF","manufacturing","wind_off",3740
"ATF","manufacturing","wind_on",7480
"ATF","oem","biomass",1840.76811594203
"ATF","oem","coal",476.190476190476
"ATF","oem","gas",314.055899908173
"ATF","oem","hydro",190.47619047619
"ATF","oem","nuclear",1113.15135426705
"ATF","oem","oil",314.055899908173
"ATF","oem","solar_csp",708.69986631016
"ATF","oem","solar_pv",2780
"ATF","oem","wind_off",645.161290322581
"ATF","oem","wind_on",645.161290322581
"ATF","refinery","oil",2.95908089832293
"ATF","refinery","trbiofuel",0.300664222521761
"ATG","construction","biomass",3627.31481481481
"ATG","construction","coal",1645.1272387743
"ATG","construction","gas",2027.50303030303
"ATG","construction","hydro",2765.81433797753
"ATG","construction","nuclear",1693.60795773856
"ATG","construction","oil",2027.50303030303
"ATG","construction","solar_csp",9862.93449197861
"ATG","construction","solar_pv",8346.71095771549
"ATG","construction","wind_off",1194.93678227515
"ATG","construction","wind_on",2174.86741268727
"ATG","extraction","coal",64.2336920537982
"ATG","extraction","gas",8.04874660384131
"ATG","extraction","nuclear",12.0295555555556
"ATG","extraction","oil",10.198746812803
"ATG","manufacturing","biomass",2686.53846153846
"ATG","manufacturing","coal",1020
"ATG","manufacturing","gas",1450
"ATG","manufacturing","hydro",2666.5
"ATG","manufacturing","nuclear",130
"ATG","manufacturing","oil",1450
"ATG","manufacturing","solar_csp",4663.79310344828
"ATG","manufacturing","solar_pv",10809.5482295482
"ATG","manufacturing","wind_off",2863.58205953339
"ATG","manufacturing","wind_on",5684.02312599681
"ATG","oem","biomass",1840.76811594203
"ATG","oem","coal",390.230117132633
"ATG","oem","gas",314.055899908173
"ATG","oem","hydro",296.227036069226
"ATG","oem","nuclear",1113.15135426705
"ATG","oem","oil",314.055899908173
"ATG","oem","solar_csp",708.69986631016
"ATG","oem","solar_pv",1498.25724601181
"ATG","oem","wind_off",395.073064032741
"ATG","oem","wind_on",394.891028634402
"ATG","refinery","oil",2.95908089832293
"ATG","refinery","trbiofuel",0.28299301928518
"AUS","construction","biomass",1000
"AUS","construction","coal",1240
"AUS","construction","gas",1653.54761904762
"AUS","construction","hydro",1500
"AUS","construction","nuclear",1611.92279062664
"AUS","construction","oil",1653.54761904762
"AUS","construction","solar_csp",9132.06734006734
"AUS","construction","solar_pv",8700
"AUS","construction","wind_off",1100
"AUS","construction","wind_on",2200
"AUS","extraction","coal",4.73793253184075
"AUS","extraction","gas",3.11004784688995
"AUS","extraction","nuclear",5.48
"AUS","extraction","oil",13.1320532881868
"AUS","manufacturing","biomass",2650
"AUS","manufacturing","coal",1020
"AUS","manufacturing","gas",1450
"AUS","manufacturing","hydro",2708.25
"AUS","manufacturing","nuclear",130
"AUS","manufacturing","oil",1450
"AUS","manufacturing","solar_csp",4042.30769230769
"AUS","manufacturing","solar_pv",13697.8703703704
"AUS","manufacturing","wind_off",2000.867003367
"AUS","manufacturing","wind_on",3670.01623376623
"AUS","oem","biomass",1000
"AUS","oem","coal",200
"AUS","oem","gas",100
"AUS","oem","hydro",229.806598407281
"AUS","oem","nuclear",811.845416766196
"AUS","oem","oil",100
"AUS","oem","solar_csp",525.653198653199
"AUS","oem","solar_pv",130
"AUS","oem","wind_off",100
"AUS","oem","wind_on",100
"AUS","refinery","oil",2.10999807924875
"AUS","refinery","trbiofuel",0.401874798401575
"AUT","construction","biomass",6155
"AUT","construction","coal",1725.33333333333
"AUT","construction","gas",1653.54761904762
"AUT","construction","hydro",3280.9424972194
"AUT","construction","nuclear",1672.47386759582
"AUT","construction","oil",1653.54761904762
"AUT","construction","solar_csp",9593
"AUT","construction","solar_pv",8630
"AUT","construction","wind_off",1172.21212121212
"AUT","construction","wind_on",1109.09090909091
"AUT","extraction","coal",29.1753588600395
"AUT","extraction","gas",8.61244019138756
"AUT","extraction","nuclear",7.178
"AUT","extraction","oil",14.3540669856459
"AUT","manufacturing","biomass",2650
"AUT","manufacturing","coal",1020
"AUT","manufacturing","gas",1450
"AUT","manufacturing","hydro",2708.25
"AUT","manufacturing","nuclear",130
"AUT","manufacturing","oil",1450
"AUT","manufacturing","solar_csp",4000
"AUT","manufacturing","solar_pv",13700
"AUT","manufacturing","wind_off",1838.63636363636
"AUT","manufacturing","wind_on",3531.81818181818
"AUT","oem","biomass",1985
"AUT","oem","coal",355.714285714286
"AUT","oem","gas",221.632373113855
"AUT","oem","hydro",260.177419354839
"AUT","oem","nuclear",784.072437680685
"AUT","oem","oil",221.632373113855
"AUT","oem","solar_csp",544.5
"AUT","oem","solar_pv",800.311613345074
"AUT","oem","wind_off",322.987012987013
"AUT","oem","wind_on",334.090909090909
"AUT","refinery","oil",1.5207567537753
"AUT","refinery","trbiofuel",0.287124311152314
"AZE","construction","biomass",3627.31481481481
"AZE","construction","coal",2696
"AZE","construction","gas",1490
"AZE","construction","hydro",3982.28992709055
"AZE","construction","nuclear",1693.60795773856
"AZE","construction","oil",1490
"AZE","construction","solar_csp",6000
"AZE","construction","solar_pv",3460
"AZE","construction","wind_off",1095
"AZE","construction","wind_on",2190
"AZE","extraction","coal",57.4164484931171
"AZE","extraction","gas",11.2289672560616
"AZE","extraction","nuclear",18.92
"AZE","extraction","oil",5.32874790925244
"AZE","manufacturing","biomass",2686.53846153846
"AZE","manufacturing","coal",1020
"AZE","manufacturing","gas",1450
"AZE","manufacturing","hydro",2666.5
"AZE","manufacturing","nuclear",130
"AZE","manufacturing","oil",1450
"AZE","manufacturing","solar_csp",4000
"AZE","manufacturing","solar_pv",10000
"AZE","manufacturing","wind_off",3157.5
"AZE","manufacturing","wind_on",6315
"AZE","oem","biomass",1840.76811594203
"AZE","oem","coal",180
"AZE","oem","gas",140
"AZE","oem","hydro",428.247321901348
"AZE","oem","nuclear",2000
"AZE","oem","oil",140
"AZE","oem","solar_csp",300
"AZE","oem","solar_pv",2700
"AZE","oem","wind_off",360
"AZE","oem","wind_on",360
"AZE","refinery","oil",5.13450653428546
"AZE","refinery","trbiofuel",0.224006731300894
"BDI","construction","biomass",3627.31481481481
"BDI","construction","coal",1428.57142857143
"BDI","construction","gas",2027.50303030303
"BDI","construction","hydro",2995.0013154433
"BDI","construction","nuclear",1693.60795773856
"BDI","construction","oil",2027.50303030303
"BDI","construction","solar_csp",9862.93449197861
"BDI","construction","solar_pv",6153
"BDI","construction","wind_off",1608.01843317972
"BDI","construction","wind_on",3216.03686635945
"BDI","extraction","coal",42.4704040184181
"BDI","extraction","gas",9.44976076555024
"BDI","extraction","nuclear",12.0295555555556
"BDI","extraction","oil",9.44976076555024
"BDI","manufacturing","biomass",2686.53846153846
"BDI","manufacturing","coal",1020
"BDI","manufacturing","gas",1450
"BDI","manufacturing","hydro",2666.5
"BDI","manufacturing","nuclear",130
"BDI","manufacturing","oil",1450
"BDI","manufacturing","solar_csp",4663.79310344828
"BDI","manufacturing","solar_pv",8440
"BDI","manufacturing","wind_off",3740
"BDI","manufacturing","wind_on",7480
"BDI","oem","biomass",1840.76811594203
"BDI","oem","coal",476.190476190476
"BDI","oem","gas",314.055899908173
"BDI","oem","hydro",190.47619047619
"BDI","oem","nuclear",1113.15135426705
"BDI","oem","oil",314.055899908173
"BDI","oem","solar_csp",708.69986631016
"BDI","oem","solar_pv",2780
"BDI","oem","wind_off",645.161290322581
"BDI","oem","wind_on",645.161290322581
"BDI","refinery","oil",2.95908089832293
"BDI","refinery","trbiofuel",0.300664222521761
"BEL","construction","biomass",6155
"BEL","construction","coal",1725.33333333333
"BEL","construction","gas",1653.54761904762
"BEL","construction","hydro",3280.9424972194
"BEL","construction","nuclear",1672.47386759582
"BEL","construction","oil",1653.54761904762
"BEL","construction","solar_csp",9593
"BEL","construction","solar_pv",8630
"BEL","construction","wind_off",1172.21212121212
"BEL","construction","wind_on",1109.09090909091
"BEL","extraction","coal",29.1753588600395
"BEL","extraction","gas",8.61244019138756
"BEL","extraction","nuclear",7.178
"BEL","extraction","oil",14.3540669856459
"BEL","manufacturing","biomass",2650
"BEL","manufacturing","coal",1020
"BEL","manufacturing","gas",1450
"BEL","manufacturing","hydro",2708.25
"BEL","manufacturing","nuclear",130
"BEL","manufacturing","oil",1450
"BEL","manufacturing","solar_csp",4000
"BEL","manufacturing","solar_pv",13700
"BEL","manufacturing","wind_off",1838.63636363636
"BEL","manufacturing","wind_on",3531.81818181818
"BEL","oem","biomass",1985
"BEL","oem","coal",355.714285714286
"BEL","oem","gas",221.632373113855
"BEL","oem","hydro",260.177419354839
"BEL","oem","nuclear",784.072437680685
"BEL","oem","oil",221.632373113855
"BEL","oem","solar_csp",544.5
"BEL","oem","solar_pv",800.311613345074
"BEL","oem","wind_off",322.987012987013
"BEL","oem","wind_on",334.090909090909
"BEL","refinery","oil",1.5207567537753
"BEL","refinery","trbiofuel",0.287124311152314
"BEN","construction","biomass",3627.31481481481
"BEN","construction","coal",1428.57142857143
"BEN","construction","gas",2027.50303030303
"BEN","construction","hydro",2995.0013154433
"BEN","construction","nuclear",1693.60795773856
"BEN","construction","oil",2027.50303030303
"BEN","construction","solar_csp",9862.93449197861
"BEN","construction","solar_pv",6153
"BEN","construction","wind_off",1608.01843317972
"BEN","construction","wind_on",3216.03686635945
"BEN","extraction","coal",42.4704040184181
"BEN","extraction","gas",9.44976076555024
"BEN","extraction","nuclear",12.0295555555556
"BEN","extraction","oil",9.44976076555024
"BEN","manufacturing","biomass",2686.53846153846
"BEN","manufacturing","coal",1020
"BEN","manufacturing","gas",1450
"BEN","manufacturing","hydro",2666.5
"BEN","manufacturing","nuclear",130
"BEN","manufacturing","oil",1450
"BEN","manufacturing","solar_csp",4663.79310344828
"BEN","manufacturing","solar_pv",8440
"BEN","manufacturing","wind_off",3740
"BEN","manufacturing","wind_on",7480
"BEN","oem","biomass",1840.76811594203
"BEN","oem","coal",476.190476190476
"BEN","oem","gas",314.055899908173
"BEN","oem","hydro",190.47619047619
"BEN","oem","nuclear",1113.15135426705
"BEN","oem","oil",314.055899908173
"BEN","oem","solar_csp",708.69986631016
"BEN","oem","solar_pv",2780
"BEN","oem","wind_off",645.161290322581
"BEN","oem","wind_on",645.161290322581
"BEN","refinery","oil",2.95908089832293
